index,comments,label
0,Giờ biết giải thích sao với lão tôn đây 😅,0.6836564132327336
1,Nguyễn Đức Duẩn Thanh niên nhà Hà Nội thích N G O Ạ I - T ÌNH và ép bạn gái phải P H Á. T H A I,0.22788547107757787
2,Khỉ bố đang rất đau khổ,0.22788547107757787
3,Hàng xóm bên cạnh ngta cũng phận nữ nhi mà các camera chạy bằng cơm đồn ít có ác lắm 🤣,1.3673128264654675
4,"Sinh nở đã vất vả lắm rồi, đừng hỏi bố đứa trẻ là ai đc khum🤣🤣🤣",0.6836564132327336
5,"Chửa đẻ đã vất vả lắm rồi,đừng hỏi nó là con của khứa nào có được hem😄",2.5067401818533575
6,Khỉ vàng chuồng bên là khỉ cái mà 😆,2.2788547107757795
7,sao nhìn em giống Tiểu Tôn ngộ không lắm.,1.5951982975430454
8,Ngộ không này cầm Aleister hay Arum khóa đây,1.5951982975430454
9,"sao xinh đẹp quá vậy, mọi lý do bỏ qua hết, đẹp vậy là ngon roài á",0.0
10,"Phụ nữ mang thai sinh đẻ đã vất vả rồi, đừng quan tâm bố đứa bé là ai dc k =)))",0.45577094215515573
11,Mie Nguyen e cười chớt =)))))),0.22788547107757787
12,Do Ngan An 😆 “ a yên tâm lớn lên lông nó sẽ đen lại thôi “,0.45577094215515573
13,Tại khỉ ngoài luồng mà các cán bộ lại phải giải trình. Dức cái đầu 🤧🤧🤧,2.0509692396982016
14,Trầm cảm sau sinh rồi ai chịu trách nhiệm :)))),0.9115418843103115
15,Mẹ khỉ kiểu: nỗi oan này trời xanh nào có thấu” 🤣🤣🤣🤣🤣🤣🤣🤣,1.8230837686206234
16,"Phụ nữ sinh con đã vất vả, còn hỏi bố nó là ai để làm gì?",1.8230837686206234
17,"Hai chữ trong sạch, thần thiếp nói mãi cũng chán rồi 😂😂",0.45577094215515573
18,"T biết mà, ko thể để vụ này chìm được 🙂 Phải điều tra cho ra sự thật :))))",1.3673128264654675
19,"T nhìn thấy t ở trong hình ảnh này :)) mặc dù k đu , nhưng mẹ con t lúc nào cũng trong tình trạng ôm nhau kiểu này :))",1.3673128264654675
20,Khỉ hàng xóm bên cạnh kia là giống cái. T biết lâu lắm rồi mà,0.6836564132327336
21,Thu Giang nghi ngờ nhân sinh thế nhề 😂😂😂,0.6836564132327336
22,Sao mà đòi hỏi cao vậy .Con ai chả đc 🌝🌝🌝,0.45577094215515573
23,"Vũ Thuỳ Trâm Thật, đẻ đc là tốt r. Khối đứa chuổng cời cả ngày có đẻ đc ko?",1.1394273553878895
24,Bùi Thị Ánh Nguyệt quá trời đòi hỏi rồi 😂,0.0
25,"Hoy đi nha, hỏng có đốt nhà nữa nha 🤬",1.3673128264654675
26,Lạc Thi mà quan trọng khỉ vàng chuồng kế nó lại còn là con cái....,0.22788547107757787
27,Nguyễn Trang oan cho con mẹ chuồng bên dễ sợ =))),0.22788547107757787
28,Lạc Thi bị mang tiếng mà chưa đc bù đắp miếng nào =)))),0.45577094215515573
29,Trầm cmnc sau sinh rồi ai sé là ngừi cho coan bú đêy. Các bà đồn là đồn ít có ác. Vợ chồng ngừi ta còn chưa ganh nhau thì đã bị ly tán bởi mồm các bà bịa ròi. Mô phật. 🙏🙏,0.9115418843103115
30,Con khỉ vàng bên cạnh là khỉ cái mà. Nói vậy mang tiếng gia đình nhà người ta ra 😡,0.0
31,Màu lông ko giống nhưng mặt giống y chang òy,2.5067401818533575
32,"Ôi dào, trỏe sơ sanh chưa biết đc, lớn lên mới biết chính xác nóa giống ai",1.5951982975430454
33,"Yên tâm,lớn lên nó sẽ đổi màu xám thôi😁",0.45577094215515573
34,TIN ĐƯỢC KHÔNG 😱\nHN -Thái Lan tour trọn gói 5N4Đ Kh 22/5 và 26/5 chỉ #6400k,0.45577094215515573
35,Ủa có đính chính là sau này lớn lên nó sẽ thay lông rồi mà. Làm khỉ ban ngày mua vui cho khách xong còn chăm con đã khổ lắm rồi. Đừng nghi ngờ cho con khỉ vàng chuồng bên cạnh nữa được không. Khổ lắm. Thằng bé bị tiếng mà không có miếng nào 😂,0.9115418843103115
36,Bờm Lập khỉ vàng bên cạnh là cái nha 🤣,2.2788547107757795
37,Nguyễn Dương ủa sao hôm trc tôi đọc báo nào kêu thằng bé đực mà 😭. Đúng là lều báo :)))))),0.0
38,Bờm Lập hai chữ trong sạch thần thiếp nói quá nh r 🤫,1.5951982975430454
39,Con khỉ vàng hàng xóm kia là con cái nhé. Có bài thanh minh hộ rồi :)),1.1394273553878895
40,bs nói lớn lên nó đen lại à anh Ngọc Nhi Ngô,0.45577094215515573
41,Sinh đẻ nuôi con vất vả rồi còn chịu thêm búa rìu dư luận.,2.0509692396982016
42,Theo dòng sự kiện,0.9115418843103115
43,Đã bảo con khỉ vàng chuồng bên là cái rồi mà. Cứ đồn hoài. Có tiếng mà ko đc miếng. Cáu :)))),0.0
44,"Gà con vịt con mới sinh cũng màu vàng, lớn mới đổi màu nên mn đừng nghi ngờ nữa, mẹ khỉ sẽ trầm cảm sau sinh mất 🙂",0.22788547107757787
45,Cười 😂😂,0.0
46,Huỳnh Mai còn idol Đàm Trúc k e 🤣,0.45577094215515573
47,Hồ Ly nó điêu đó c . h chết queo r có ai đối chứng đâu 🤣,1.3673128264654675
48,Huỳnh Mai ôi giời ơi. Chấp niệm của thí chủ sâu k thấy đáy 😔,0.45577094215515573
49,"Biết ngay , nên từ đầu t chỉ biết cười 😂1 lũ toàn khóc thuê cho đứa vớ vẩn",0.45577094215515573
50,Mai Thúy biết gì :))),1.3673128264654675
51,Kiều Anhh Trần biết không tin =))),0.45577094215515573
52,"T méo phe ai cả nên vui vãi cả nồi, lêu lêu mấy đứa khóc ngày khóc đêm cho thằng bất hiếu nhé",0.6836564132327336
53,Thế nên coi cái chi trên mạng cũng từ từ suy ngẫm ko ít bữa nó quay xe khét lẹt theo ko kịp đâu,1.8230837686206234
54,Đời sợ nhất gặp những thằng cuồng vì yêu chết vì yêu. Thương thì cũng có đáng thương nhưng Chả hiểu sang lại đáng được tung hô đến vậy,0.9115418843103115
55,"Nhung Bình may chỉ tự tử 1 mình, mèo béo mà đâm chêt người yêu rồi tự tử để bên nhau trọn đời thì ối dồi ôi",1.5951982975430454
56,mà cđm VN rảnh thiệt :)) .,1.3673128264654675
57,May lỗ mũi mình ko có lỗ xỏ khuyên :))),0.6836564132327336
58,Hả dạ vđ :))),1.3673128264654675
59,Vãi cả con chem chép,2.5067401818533575
60,Quang Phúc Thức ăn em thả ra hồ tây cho Mèo Gầy giờ sao em? 🙂,0.0
61,Nguyễn Văn Quyết e k có mà ăn lấy mô ra thã a 🥴,0.9115418843103115
62,Quang Phúc :))),0.45577094215515573
63,"Có khi mấy đứa nọ khóc thương nay lại xe ""nọ tao đã bảo mấy đứa khóc toàn dở hơi"" 🐧🐧",1.5951982975430454
64,Duy Nguyễn nhanh trí cosplay người ngoài cuộc liền,0.45577094215515573
65,Thấy Việt Nam cũng rảnh vkl,0.0
66,Anh Tú Kiều :))))) m đặt mấy đơn McDonald r nói đi,0.0
67,"V mấy tin nhắn với đàm trúc trước đó thì sao???? Đâu có cập nhật đến tiệm và cãi nhau nhiều lần, chỉ thấy đàm nhắn tin đào mỏ nhiều lần thôi. Cái này tuii thắc mắc thật nha,k phải nghi ngờ 🤨",0.9115418843103115
68,"Còn trẻ chuyện gia đình chắc gì đã lo xong, đi lo cho 1 thằng giời ơi đất hỡi, rồi để bị dắt mũi như mấy con bò. Nhục thay cho những người sinh ra bọn óc c... :))",2.0509692396982016
69,Thanh Vy người trong cuộc mới hiểu người trong kẹt 🤣🤣,0.0
70,Ha Nguyen chúng ta là những ng tỉnh táo 🤣,0.45577094215515573
71,Thịt 🤫🤫🤫,0.45577094215515573
72,"Lần đâu lên bài là chuẩn bị kỉ niệm chiến thắng Điện Biên Phủ, lần lên bài đính chính là đúng dịp 19/5 sinh nhật Bác Hồ. Đây là dắt mũi trong dắt mũi đó, tụi bên kia đang tạo drama cho mn quên hết những ngày quan trọng của Đất Nước",0.6836564132327336
73,"Trần Quang Vũ ủa, rõ ràng đây là drama trong nước họ. Mình bê về lại kêu nta tạo drama dắt mũi :))",0.9115418843103115
74,Mình có phòng view Mã Pì Lèng nha,0.6836564132327336
75,Mình có phòng view sông Nho Quế,0.45577094215515573
76,Đẹp thật.,0.0
77,Đào Công Đạt thế à 😎,0.6836564132327336
78,Lần đầu tự bắt xe giường nằm đi đến nơi thuê xe máy tự đi. Lần 2 đi cùng cty. Đúng là tuổi trẻ đi đc cứ đi các bạn ơi. Nhiều cảnh đẹp lắm.,0.6836564132327336
79,Đi Thu Hồng Huệ San,0.45577094215515573
80,Nguyen Anh Tuan tiếp tục đổ đèo à,0.45577094215515573
81,Thu Hồng tag đéo bao giờ thấy con kia vào,0.45577094215515573
82,Nguyen Anh Tuan mình vào đọc r nè,0.45577094215515573
83,Cho đi 10 lần Hà Giang vẫn đi. ❤️❤️❤️,0.45577094215515573
84,Đỗ Thùy Chi đi chứ,0.0
85,Minh Trí đi luôn bh chứ,0.45577094215515573
86,Đỗ Thùy Chi cảnh đẹp nhg cung đường thì sợ hãi,0.0
87,Nhất định phải đi cùng ngy 😁😁,0.45577094215515573
88,Hẹn 1 ngày gần nhất,0.0
89,Mê quá,0.9115418843103115
90,Hẹn hà giang đầu tháng sau nhé 😇. 1 mk 1 xe độc hành tây bắc 😃,0.9115418843103115
91,Quản Bạ đấy ròi,0.6836564132327336
92,Kiều rủ ng c cta lên đường đi c ôiiii,0.6836564132327336
93,Duong Nguyen khum ai đi Hà Giang 1 lần 😌,0.0
94,Nào đi Thuỳ Dương,0.45577094215515573
95,Hoàng Thanh Chiều lên ngắm cái :),0.45577094215515573
96,Thắm Sữa lên luôn,0.0
97,Ngô Thơm chị àhhhh,0.0
98,Nguyn Ngoc Luyn đợi chị sống sót qua tháng này đã. 😢,1.8230837686206234
99,Nấm Pu đi HG ko? em đèo chị đi =)),0.45577094215515573
100,"Khánh Linh Vũ Thị Chị đi 1 mình đi, anhiu đèo em",0.0
101,Nấm Pu chị thì kinh dồi 😀,0.45577094215515573
102,Sa sờ pa,0.22788547107757787
103,Nguyễn Hoàng Duy Bảo,0.9115418843103115
104,Hoa Nhu Dang lên kèo đi má,0.9115418843103115
105,Long Vũ lên đàng\nÀ nhầm\nLên đường,0.45577094215515573
106,Yenngoc Pham lỡ đy rồi đy đây ko,0.45577094215515573
107,Tâm Pham làm tờ số đi,1.1394273553878895
108,Ko nhầm thì đây là Hà Giang.,0.0
109,Ngồi đây vẽ thì chill lắm,0.9115418843103115
110,Nguyễn Hà My mê nhò My ơi,0.22788547107757787
111,K phải là k có cảnh đẹp nhưng chất lượng phục vụ thì k mê nổi.,0.22788547107757787
112,Bao giờ con lớn sẽ đi,0.45577094215515573
113,"Trung Anh alo, hình như bạn gọi mình",0.9115418843103115
114,Thảo Chi ngày nào t chả gọi. Trong mơ t còn réo m đi đây này :))),0.0
115,Trung Anh lên cái hẹn nhở =))),0.45577094215515573
116,Thảo Chi haha đi phượt nhé,0.0
117,Trung Anh điiii,0.6836564132327336
118,"👉 Dịch vụ tour trọn gói xe máy, xe ô tô 5 chỗ, 7 chỗ, 16 chỗ, 29 chỗ.\n👉 lái xe người địa phương vui tính, thân thiện, nhiệt tình và am hiểu nền văn hóa dân tộc. Đặc biệt an toàn trên mọi cung đường\n👉 Tư vấn du lịch Hà Giang sđt và zalo: 0344363076",0.0
119,đẹp quá,0.0
120,Mê quá.,1.3673128264654675
121,Ước được đi 1 lần,0.0
122,Báo quá con ơi 😅,0.9115418843103115
123,Trần Thị Thu Tươi hết cíu =))),1.1394273553878895
124,Đúng là bé ngoan xinh yêu mà bố mẹ nuôi nấng.😂😂😂,0.45577094215515573
125,"Bất hiếu với bố mẹ, có hiếu với zai 😌",2.7346256529309354
126,"bố mẹ thì còng lưng chạy thóc,con đi học mong mưa :))",1.1394273553878895
127,"mẹ già lọ mọ 3h sáng ra chợ đầu mối mua mc, con gái Nguyễn Linh Giang lên mạng kể với bạng iu mẹ iu bị giời đày 😌",0.45577094215515573
128,Tuấn Nguyễn thức trông con 2 ngày rồi đang hơi điên đấy nhé,0.0
129,Nguyễn Linh Giang khéo sụt nửa lạng r chứ đùa,1.3673128264654675
130,Có hiếu với trai quá =)),0.0
131,Bố mẹ thấy thì lẩm nhẩm câu đứa con trời đánh 🤣,2.9625111240085134
132,Có hiếu với zai quá bây🤣,0.22788547107757787
